"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1982","1982","PC","Percentage","0","Units",,,8.374166,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1983","1983","PC","Percentage","0","Units",,,5.648334,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1984","1984","PC","Percentage","0","Units",,,6.1275,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1985","1985","PC","Percentage","0","Units",,,6.355834,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1986","1986","PC","Percentage","0","Units",,,5.681667,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1987","1987","PC","Percentage","0","Units",,,5.359167,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1988","1988","PC","Percentage","0","Units",,,4.816667,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1989","1989","PC","Percentage","0","Units",,,7.388333,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1990","1990","PC","Percentage","0","Units",,,8.6825,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1991","1991","PC","Percentage","0","Units",,,9.281667,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1992","1992","PC","Percentage","0","Units",,,9.3525,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1993","1993","PC","Percentage","0","Units",,,6.854167,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1994","1994","PC","Percentage","0","Units",,,5.176667,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1995","1995","PC","Percentage","0","Units",,,4.3725,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1996","1996","PC","Percentage","0","Units",,,2.9975,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1997","1997","PC","Percentage","0","Units",,,3.334167,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1998","1998","PC","Percentage","0","Units",,,3.455,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","1999","1999","PC","Percentage","0","Units",,,2.9635,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2000","2000","PC","Percentage","0","Units",,,4.391767,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2001","2001","PC","Percentage","0","Units",,,4.261783,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2002","2002","PC","Percentage","0","Units",,,3.318592,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2003","2003","PC","Percentage","0","Units",,,2.333467,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2004","2004","PC","Percentage","0","Units",,,2.106325,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2005","2005","PC","Percentage","0","Units",,,2.184675,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2006","2006","PC","Percentage","0","Units",,,3.079225,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2007","2007","PC","Percentage","0","Units",,,4.277608,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2008","2008","PC","Percentage","0","Units",,,4.634233,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2009","2009","PC","Percentage","0","Units",,,1.228358,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2010","2010","PC","Percentage","0","Units",,,0.81095,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2011","2011","PC","Percentage","0","Units",,,1.3906,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2012","2012","PC","Percentage","0","Units",,,0.5731834,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.2206667,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2014","2014","PC","Percentage","0","Units",,,0.2099333,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2015","2015","PC","Percentage","0","Units",,,-0.01936667,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2016","2016","PC","Percentage","0","Units",,,-0.2636917,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2017","2017","PC","Percentage","0","Units",,,-0.32905,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2018","2018","PC","Percentage","0","Units",,,-0.3220917,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2019","2019","PC","Percentage","0","Units",,,-0.3563333,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2020","2020","PC","Percentage","0","Units",,,-0.42515,,
"IR3TIB","Short-term interest rates, Per cent per annum","NLD","Netherlands","A","Annual","2021","2021","PC","Percentage","0","Units",,,-0.5487667,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","1967","1967","IDX","Index","0","Units","2015_100","2015=100",9.009783,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","1968","1968","IDX","Index","0","Units","2015_100","2015=100",10.72479,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","1969","1969","IDX","Index","0","Units","2015_100","2015=100",13.33553,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","1970","1970","IDX","Index","0","Units","2015_100","2015=100",13.96691,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","1971","1971","IDX","Index","0","Units","2015_100","2015=100",12.29414,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","1972","1972","IDX","Index","0","Units","2015_100","2015=100",12.91897,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","1973","1973","IDX","Index","0","Units","2015_100","2015=100",15.37751,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","1974","1974","IDX","Index","0","Units","2015_100","2015=100",12.87892,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","1975","1975","IDX","Index","0","Units","2015_100","2015=100",11.89361,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","1976","1976","IDX","Index","0","Units","2015_100","2015=100",12.93427,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","1977","1977","IDX","Index","0","Units","2015_100","2015=100",11.42171,"B","Break"
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","1978","1978","IDX","Index","0","Units","2015_100","2015=100",11.61543,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","1979","1979","IDX","Index","0","Units","2015_100","2015=100",12.69031,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","1980","1980","IDX","Index","0","Units","2015_100","2015=100",16.41962,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","1981","1981","IDX","Index","0","Units","2015_100","2015=100",23.36558,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","1982","1982","IDX","Index","0","Units","2015_100","2015=100",22.84197,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","1983","1983","IDX","Index","0","Units","2015_100","2015=100",30.21394,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","1984","1984","IDX","Index","0","Units","2015_100","2015=100",43.10889,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","1985","1985","IDX","Index","0","Units","2015_100","2015=100",50.73428,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","1986","1986","IDX","Index","0","Units","2015_100","2015=100",89.77522,"B","Break"
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","1987","1987","IDX","Index","0","Units","2015_100","2015=100",93.4339,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","1988","1988","IDX","Index","0","Units","2015_100","2015=100",56.93306,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","1989","1989","IDX","Index","0","Units","2015_100","2015=100",59.11778,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","1990","1990","IDX","Index","0","Units","2015_100","2015=100",49.24853,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","1991","1991","IDX","Index","0","Units","2015_100","2015=100",40.2697,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","1992","1992","IDX","Index","0","Units","2015_100","2015=100",43.48306,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","1993","1993","IDX","Index","0","Units","2015_100","2015=100",53.72575,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","1994","1994","IDX","Index","0","Units","2015_100","2015=100",64.57092,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","1995","1995","IDX","Index","0","Units","2015_100","2015=100",63.35861,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",66.85373,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",73.41335,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",62.46666,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",66.72978,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",63.5146,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",62.63875,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",64.80781,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",67.30801,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",79.21844,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",88.39185,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",91.12276,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",100.5161,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",75.73389,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",62.66788,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",64.88675,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",66.67247,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",69.88073,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",84.4073,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",92.69604,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",113.0788,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",121.3388,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",134.8975,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",152.9353,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",166.7853,,
"SP","Share Prices, Index","NZL","New Zealand","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",182.3164,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","1970","1970","PC","Percentage","0","Units",,,5.5075,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","1971","1971","PC","Percentage","0","Units",,,5.516667,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","1972","1972","PC","Percentage","0","Units",,,5.523334,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","1973","1973","PC","Percentage","0","Units",,,5.796667,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","1974","1974","PC","Percentage","0","Units",,,6.0825,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","1975","1975","PC","Percentage","0","Units",,,6.326667,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","1976","1976","PC","Percentage","0","Units",,,8.341666,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","1977","1977","PC","Percentage","0","Units",,,9.239166,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","1978","1978","PC","Percentage","0","Units",,,9.979167,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","1979","1979","PC","Percentage","0","Units",,,11.97909,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","1980","1980","PC","Percentage","0","Units",,,13.28333,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","1981","1981","PC","Percentage","0","Units",,,12.8325,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","1982","1982","PC","Percentage","0","Units",,,12.89333,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","1983","1983","PC","Percentage","0","Units",,,12.1825,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","1984","1984","PC","Percentage","0","Units",,,12.61,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","1985","1985","PC","Percentage","0","Units",,,17.6575,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","1986","1986","PC","Percentage","0","Units",,,16.4475,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","1987","1987","PC","Percentage","0","Units",,,15.71,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","1988","1988","PC","Percentage","0","Units",,,13.11583,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","1989","1989","PC","Percentage","0","Units",,,12.82917,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","1990","1990","PC","Percentage","0","Units",,,12.445,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","1991","1991","PC","Percentage","0","Units",,,10.11,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","1992","1992","PC","Percentage","0","Units",,,8.401667,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","1993","1993","PC","Percentage","0","Units",,,6.934166,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","1994","1994","PC","Percentage","0","Units",,,7.630833,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","1995","1995","PC","Percentage","0","Units",,,7.779167,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","1996","1996","PC","Percentage","0","Units",,,7.894166,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","1997","1997","PC","Percentage","0","Units",,,7.191667,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","1998","1998","PC","Percentage","0","Units",,,6.2875,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","1999","1999","PC","Percentage","0","Units",,,6.4125,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","2000","2000","PC","Percentage","0","Units",,,6.8525,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","2001","2001","PC","Percentage","0","Units",,,6.393333,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","2002","2002","PC","Percentage","0","Units",,,6.5275,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","2003","2003","PC","Percentage","0","Units",,,5.866667,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","2004","2004","PC","Percentage","0","Units",,,6.065834,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","2005","2005","PC","Percentage","0","Units",,,5.875,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","2006","2006","PC","Percentage","0","Units",,,5.780833,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","2007","2007","PC","Percentage","0","Units",,,6.265,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","2008","2008","PC","Percentage","0","Units",,,6.080833,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","2009","2009","PC","Percentage","0","Units",,,5.456666,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","2010","2010","PC","Percentage","0","Units",,,5.603333,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","2011","2011","PC","Percentage","0","Units",,,4.945,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","2012","2012","PC","Percentage","0","Units",,,3.685,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","2013","2013","PC","Percentage","0","Units",,,4.093333,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","2014","2014","PC","Percentage","0","Units",,,4.304167,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","2015","2015","PC","Percentage","0","Units",,,3.423333,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","2016","2016","PC","Percentage","0","Units",,,2.761667,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.990833,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.754167,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","2019","2019","PC","Percentage","0","Units",,,1.649167,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","2020","2020","PC","Percentage","0","Units",,,0.8908333,,
"IRLT","Long-term interest rates, Per cent per annum","NZL","New Zealand","A","Annual","2021","2021","PC","Percentage","0","Units",,,1.815,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","1957","1957","NATUSD","National currency per US dollar","0","Units",,,0.7231398,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","1958","1958","NATUSD","National currency per US dollar","0","Units",,,0.7189313,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","1959","1959","NATUSD","National currency per US dollar","0","Units",,,0.7191898,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","1960","1960","NATUSD","National currency per US dollar","0","Units",,,0.7194993,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","1961","1961","NATUSD","National currency per US dollar","0","Units",,,0.7208409,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","1962","1962","NATUSD","National currency per US dollar","0","Units",,,0.7196651,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","1963","1963","NATUSD","National currency per US dollar","0","Units",,,0.7214535,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","1964","1964","NATUSD","National currency per US dollar","0","Units",,,0.7233918,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","1965","1965","NATUSD","National currency per US dollar","0","Units",,,0.7222712,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","1966","1966","NATUSD","National currency per US dollar","0","Units",,,0.7227947,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","1967","1967","NATUSD","National currency per US dollar","0","Units",,,0.7425371,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","1968","1968","NATUSD","National currency per US dollar","0","Units",,,0.8979533,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","1969","1969","NATUSD","National currency per US dollar","0","Units",,,0.8991752,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","1970","1970","NATUSD","National currency per US dollar","0","Units",,,0.897058,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","1971","1971","NATUSD","National currency per US dollar","0","Units",,,0.8777284,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","1972","1972","NATUSD","National currency per US dollar","0","Units",,,0.8368201,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","1973","1973","NATUSD","National currency per US dollar","0","Units",,,0.7319959,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","1974","1974","NATUSD","National currency per US dollar","0","Units",,,0.708182,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","1975","1975","NATUSD","National currency per US dollar","0","Units",,,0.8259068,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","1976","1976","NATUSD","National currency per US dollar","0","Units",,,0.9984996,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","1977","1977","NATUSD","National currency per US dollar","0","Units",,,1.025273,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","1978","1978","NATUSD","National currency per US dollar","0","Units",,,0.9608524,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","1979","1979","NATUSD","National currency per US dollar","0","Units",,,0.9783232,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","1980","1980","NATUSD","National currency per US dollar","0","Units",,,1.027151,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","1981","1981","NATUSD","National currency per US dollar","0","Units",,,1.153399,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","1982","1982","NATUSD","National currency per US dollar","0","Units",,,1.332494,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","1983","1983","NATUSD","National currency per US dollar","0","Units",,,1.496275,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","1984","1984","NATUSD","National currency per US dollar","0","Units",,,1.767015,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","1985","1985","NATUSD","National currency per US dollar","0","Units",,,2.025589,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","1986","1986","NATUSD","National currency per US dollar","0","Units",,,1.912822,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","1987","1987","NATUSD","National currency per US dollar","0","Units",,,1.695129,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","1988","1988","NATUSD","National currency per US dollar","0","Units",,,1.529175,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","1989","1989","NATUSD","National currency per US dollar","0","Units",,,1.674063,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","1990","1990","NATUSD","National currency per US dollar","0","Units",,,1.677936,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","1991","1991","NATUSD","National currency per US dollar","0","Units",,,1.72924,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","1992","1992","NATUSD","National currency per US dollar","0","Units",,,1.860041,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","1993","1993","NATUSD","National currency per US dollar","0","Units",,,1.850686,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","1994","1994","NATUSD","National currency per US dollar","0","Units",,,1.687096,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","1995","1995","NATUSD","National currency per US dollar","0","Units",,,1.523955,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","1996","1996","NATUSD","National currency per US dollar","0","Units",,,1.453638,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","1997","1997","NATUSD","National currency per US dollar","0","Units",,,1.512544,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","1998","1998","NATUSD","National currency per US dollar","0","Units",,,1.868525,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","1999","1999","NATUSD","National currency per US dollar","0","Units",,,1.891731,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","2000","2000","NATUSD","National currency per US dollar","0","Units",,,2.204688,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","2001","2001","NATUSD","National currency per US dollar","0","Units",,,2.38171,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","2002","2002","NATUSD","National currency per US dollar","0","Units",,,2.163321,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","2003","2003","NATUSD","National currency per US dollar","0","Units",,,1.723514,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","2004","2004","NATUSD","National currency per US dollar","0","Units",,,1.509014,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","2005","2005","NATUSD","National currency per US dollar","0","Units",,,1.420823,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","2006","2006","NATUSD","National currency per US dollar","0","Units",,,1.541638,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","2007","2007","NATUSD","National currency per US dollar","0","Units",,,1.360973,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","2008","2008","NATUSD","National currency per US dollar","0","Units",,,1.425475,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","2009","2009","NATUSD","National currency per US dollar","0","Units",,,1.60001,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","2010","2010","NATUSD","National currency per US dollar","0","Units",,,1.387569,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","2011","2011","NATUSD","National currency per US dollar","0","Units",,,1.266446,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","2012","2012","NATUSD","National currency per US dollar","0","Units",,,1.234898,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","2013","2013","NATUSD","National currency per US dollar","0","Units",,,1.220388,,
